playerId,player_name,team,jersey_number,birthday,height,weight,position,batting_throwing,career,salary,contract,draft,join_year,collected_at
55267,홍민규,KIA 타이거즈,67.0,2006-09-11,183,87,투수,우투좌타,서울논현초(용산구리틀)-대원중-야탑고,4300,10000,25 두산 3라운드 26순위,25두산,2026-04-06
68220,곽빈,두산 베어스,47.0,1999-05-28,187,95,투수,우투우타,서울학동초-자양중-배명고,30500,30000,18 두산 1차,18두산,2026-04-06
68269,김호준,두산 베어스,56.0,1998-05-17,180,82,투수,좌투좌타,원주일산초-성남성일중-안산공고,4200,,18 두산 육성선수,19두산,2026-04-06
55215,양재훈,두산 베어스,30.0,2003-05-01,186,89,투수,우투우타,부산수영초-사직중-개성고-동의과학대,4700,5000,25 두산 7라운드 66순위,25두산,2026-04-06
68830,김정우,두산 베어스,16.0,1999-05-15,183,87,투수,우투우타,소래초-동산중-동산고-SK-상무-SSG,3800,16000,18 SK 1차,18SK,2026-04-06
51203,안재석,두산 베어스,62.0,2002-02-15,185,75,내야수,우투좌타,성내초(강동구리틀)-배재중-서울고,6700,20000,21 두산 1차,21두산,2026-04-06
55268,최민석,두산 베어스,68.0,2006-07-02,188,84,투수,우투우타,중대초-양천중-서울고,6300,15000,25 두산 2라운드 16순위,25두산,2026-04-06
68362,추재현,키움 히어로즈,27.0,1999-02-22,178,85,외야수,좌투좌타,경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데-두산,6000,8000,18 넥센 2차 3라운드 28순위,18넥센,2026-04-06
50204,박지훈,두산 베어스,37.0,2000-09-07,183,80,내야수,우투우타,김해삼성초-경남중-마산고,5200,6000,20 두산 2차 5라운드 49순위,20두산,2026-04-06
52267,김동준,두산 베어스,11.0,2002-09-04,193,100,내야수,좌투좌타,군산신풍초-군산중-군산상고,4100,13000,22 두산 2차 1라운드 9순위,22두산,2026-04-06
54219,류현준,두산 베어스,67.0,2005-03-25,182,92,포수,우투우타,문정초(송파구리틀)-배재중-장충고,3200,3000,24 두산 10라운드 92순위,24두산,2026-04-06
54205,여동건,상무,27.0,2005-08-04,175,75,내야수,우투우타,가동초-자양중-서울고-두산-상무,3300,15000,24 두산 2라운드 12순위,24두산,2026-04-06
52202,윤태호,두산 베어스,65.0,2003-10-10,190,88,투수,우투우타,상인천초-동인천중-인천고,3500,6000,22 두산 2차 5라운드 49순위,22두산,2026-04-06
69205,이교훈,두산 베어스,36.0,2000-05-29,181,83,투수,좌투좌타,구리초(남양주리틀)-청원중-서울고,3800,8000,19 두산 2차 3라운드 29순위,19두산,2026-04-06
54214,전다민,두산 베어스,9.0,2001-08-21,177,75,외야수,우투좌타,길동초-청원중-설악고-강릉영동대,3400,6000,24 두산 6라운드 52순위,24두산,2026-04-06
53259,최준호,두산 베어스,59.0,2004-06-03,188,90,투수,우투우타,온양온천초-온양중-북일고,4500,20000,23 두산 1라운드 9순위,23두산,2026-04-06
69238,김대한,두산 베어스,32.0,2000-12-06,185,83,외야수,우투우타,숭인초(강북구리틀)-덕수중-휘문고,3800,35000,19 두산 1차,19두산,2026-04-06
67246,김명신,두산 베어스,46.0,1993-11-29,178,90,투수,우투우타,남도초-대구중-경북고-경성대,10500,10000,17 두산 2차 2라운드 20순위,17두산,2026-04-06
65269,김민혁,두산 베어스,10.0,1996-05-03,188,100,내야수,우투우타,광주대성초-광주동성중-광주동성고,3300,10000,15 두산 2차 2라운드 16순위,17두산,2026-04-06
68200,김민규,두산 베어스,19.0,1999-05-07,183,90,투수,우투좌타,장평초(광진구리틀)-잠신중-휘문고-두산-상무,3700,8000,18 두산 2차 3라운드 30순위,18두산,2026-04-06
53262,김유성,두산 베어스,55.0,2002-01-01,190,98,투수,우투우타,김해삼성초-내동중-김해고-고려대(얼리 드래프트),3200,15000,23 두산 2라운드 19순위,23두산,2026-04-06
55226,김준상,두산 베어스,110.0,2004-08-02,184,75,내야수,우투좌타,부천상일초(부천원미리틀)-모가중-유신고-동의과학대,3100,,25 두산 육성선수,25두산,2026-04-06
53204,박민준,두산 베어스,26.0,2002-10-21,183,95,포수,우투우타,아라초-마산동중-용마고-동강대,3100,4000,23 두산 8라운드 79순위,24두산,2026-04-06
50211,제환유,두산 베어스,93.0,2000-09-30,183,76,투수,우투좌타,둔산초-공주중-공주고,3200,10000,20 두산 2차 2라운드 19순위,20두산,2026-04-06
66233,홍성호,두산 베어스,34.0,1997-07-15,187,98,외야수,우투좌타,인헌초-선린중-선린인터넷고,3500,7000,16 두산 2차 4라운드 36순위,16두산,2026-04-06
63202,장승현,삼성 라이온즈,46.0,1994-03-07,184,86,포수,우투우타,인천서림초-동산중-제물포고-두산-경찰-두산,4800,7000,13 두산 4라운드 36순위,13두산,2026-04-06
51298,박성재,두산 베어스,5.0,2002-11-18,186,98,내야수,우투우타,가산초-개성중-부산고-두산-상무,3100,3000,21 두산 2차 8라운드 80순위,21두산,2026-04-06
55224,이선우,두산 베어스,108.0,2006-04-04,182,80,내야수,우투좌타,일산신일초(일산서구리틀)-충암중-충암고,3100,7000,25 두산 5라운드 46순위,25두산,2026-04-06
50206,최종인,두산 베어스,40.0,2001-05-01,185,84,투수,우투우타,해강초-센텀중-부산고,3300,3000,20 두산 2차 9라운드 89순위,24두산,2026-04-06
55221,김한중,두산 베어스,95.0,2004-11-03,183,89,투수,우투우타,고명초-덕수중-경기상고-여주대,3100,,25 두산 육성선수,25두산,2026-04-06
74206,김재호,두산 베어스,,1985-03-21,181,75,내야수,우투우타,남정초-중앙중-중앙고-두산-상무-두산,,20000,04 두산 1차,04두산,2026-04-06
52208,천현재,두산 베어스,58.0,1999-07-05,183,90,외야수,우투좌타,연제초(부산남구리틀)-신정중-부경고-성균관대,3100,,22 두산 육성선수,25두산,2026-04-06
51269,강현구,두산 베어스,60.0,2002-06-16,186,98,외야수,우투우타,서울도림초(인천남동구리틀)-동산중-인천고-두산,3000,7000,21 두산 2차 3라운드 30순위,21두산,2026-04-06
55216,김성재,두산 베어스,20.0,2006-05-16,182,98,포수,우투우타,온곡초(남양주야놀유소년)-청원중-선린인터넷고,3100,4000,25 두산 8라운드 76순위,25두산,2026-04-06
69737,노시환,한화 이글스,8,2000-12-03,185,105,내야수,우투우타,부산수영초-경남중-경남고,100000,20000,19 한화 2차 1라운드 3순위,19한화,2026-04-07
78288,최재훈,한화 이글스,13,1989-08-27,178,94,포수,우투우타,화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산,40000,,08 두산 육성선수,08두산,2026-04-07
79192,채은성,한화 이글스,22,1990-02-06,186,92,내야수,우투우타,순천북초-순천이수중-효천고-LG,40000,,09 LG 육성선수,14LG,2026-04-07
54795,황영묵,한화 이글스,95,1999-10-16,177,80,내야수,우투좌타,수진초-성일중-충훈고,9600,8000,24 한화 4라운드 31순위,24한화,2026-04-07
53764,문현빈,한화 이글스,51,2004-04-20,174,82,외야수,우투좌타,대전유천초-온양중-북일고,23000,15000,23 한화 2라운드 11순위,23한화,2026-04-07
76812,이재원,한화 이글스,20,1988-02-24,185,98,포수,우투우타,인천숭의초-상인천중-인천고-SK-상무-SK-SSG,10000,25000,06 SK 1차,06SK,2026-04-07
66657,이진영,한화 이글스,10,1997-07-21,183,89,외야수,우투우타,둔촌초-선린중-선린인터넷고-KIA-경찰-KIA,11000,5000,16 KIA 2차 6라운드 58순위,16KIA,2026-04-07
64006,심우준,한화 이글스,7,1995-04-28,183,75,내야수,우투우타,송정동초-언북중-경기고-(영남사이버대)-KT-상무-KT,40000,13000,14 KT 2차 특별 14순위,14KT,2026-04-07
67703,박상원,한화 이글스,58,1994-09-09,187,98,투수,우투우타,백운초-서울이수중-휘문고-연세대,26300,8000,17 한화 2차 3라운드 25순위,17한화,2026-04-07
65769,김범수,KIA 타이거즈,49,1995-10-03,181,92,투수,좌투좌타,온양온천초-온양중-북일고-한화,40000,20000,15 한화 1차,15한화,2026-04-07
61666,한승혁,KT 위즈,35,1993-01-03,185,100,투수,우투좌타,도신초-강남중-덕수고-(남부대)-KIA-한화,30000,18000,11 KIA 1라운드 8순위,11KIA,2026-04-07
53754,김서현,한화 이글스,44,2004-05-31,188,86,투수,우투우타,효제초-자양중-서울고,16800,50000,23 한화 1라운드 1순위,23한화,2026-04-07
54768,조동욱,한화 이글스,57,2004-11-02,190,82,투수,좌투좌타,소래초-영남중-장충고,8800,15000,24 한화 2라운드 11순위,24한화,2026-04-07
65703,이도윤,한화 이글스,5,1996-10-07,175,79,내야수,우투좌타,고명초-배재중-북일고,12100,8000,15 한화 2차 3라운드 24순위,15한화,2026-04-07
63765,김종수,한화 이글스,38,1994-06-03,180,88,투수,우투우타,성동초-덕수중-울산공고,11700,3000,13 한화 8라운드 74순위,13한화,2026-04-07
55734,플로리얼,한화 이글스,,1997-11-25,185,88,외야수,우투좌타,도미니카-한화,700000달러,50000달러,25 한화 자유선발,25한화,2026-04-07
68700,이원석,한화 이글스,37,1999-03-31,177,80,외야수,우투우타,화곡초-충암중-충암고,6500,8000,18 한화 2차 4라운드 34순위,19한화,2026-04-07
62700,하주석,한화 이글스,16,1994-02-25,185,92,내야수,우투좌타,강남초-덕수중-신일고-한화-상무,20000,30000,12 한화 1라운드 1순위,12한화,2026-04-07
55703,리베라토,한화 이글스,0,1995-12-18,185,79,외야수,좌투좌타,Esperanza Milena Martinez(고)-한화,205000달러,,25 한화 부상 대체 외국인선수,25한화,2026-04-07
66704,김태연,한화 이글스,25,1997-06-10,178,96,외야수,우투우타,서울청구초-덕수중-야탑고,13300,5000,16 한화 2차 6라운드 59순위,17한화,2026-04-07
55743,정우주,한화 이글스,61,2006-11-07,184,88,투수,우투우타,구남초(남양주리틀)-건대부중-전주고,7000,50000,25 한화 1라운드 2순위,25한화,2026-04-07
65707,주현상,한화 이글스,66,1992-08-10,177,92,투수,우투우타,청주우암초-청주중-청주고-동아대,18700,5000,15 한화 2차 7라운드 64순위,15한화,2026-04-07
77532,손아섭,한화 이글스,31,1988-03-18,174,84,외야수,우투좌타,양정초-개성중-부산고-롯데-NC,10000,8000,07 롯데 2차 4라운드 29순위,07롯데,2026-04-07
54755,와이스,한화 이글스,55,1996-12-10,193,95,투수,우투우타,미국 Wright State(대)-한화,600000달러,12000달러,24 한화 부상 대체 외국인선수,24한화,2026-04-07
55730,폰세,한화 이글스,30,1994-04-25,198,115,투수,우투우타,미국 California State(대)-한화,800000달러,200000달러,25 한화 자유선발,25한화,2026-04-07
65056,엄상백,한화 이글스,11,1996-10-04,187,72,투수,우언우타,역삼초-언북중-덕수고-KT-상무-KT,90000,23000,15 KT 1차,15KT,2026-04-07
76715,류현진,한화 이글스,99,1987-03-25,190,113,투수,좌투우타,창영초-동산중-동산고-(대전대)-한화-LA다저스-토론토,210000,25000,06 한화 2차 1라운드 2순위,06한화,2026-04-07
52701,문동주,한화 이글스,1,2003-12-23,188,97,투수,우투우타,광주화정초-무등중-진흥고,22000,50000,22 한화 1차,22한화,2026-04-07
54729,황준서,한화 이글스,29,2005-08-22,185,78,투수,좌투좌타,면일초(중랑구리틀)-상명중-장충고,8200,35000,24 한화 1라운드 1순위,24한화,2026-04-07
50707,최인호,한화 이글스,41,2000-01-30,178,82,외야수,우투좌타,송정동초-광주동성중-포항제철고-한화-상무,6400,6000,20 한화 2차 6라운드 58순위,20한화,2026-04-07
52764,허인서,한화 이글스,59,2003-07-11,182,93,포수,우투우타,순천북초-여수중-효천고-한화-상무,3600,11000,22 한화 2차 2라운드 11순위,22한화,2026-04-07
60768,이태양,KIA 타이거즈,44,1990-07-03,192,97,투수,우투좌타,여수서초-여수중-효천고-한화-SK-SSG-한화,27000,7000,10 한화 5라운드 36순위,10한화,2026-04-07
50704,임종찬,한화 이글스,9,2001-09-28,184,85,외야수,우투좌타,청주우암초-청주중-북일고,3500,9000,20 한화 2차 3라운드 28순위,20한화,2026-04-07
79608,안치홍,키움 히어로즈,9,1990-07-02,178,97,내야수,우투우타,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데-한화,20000,18000,09 KIA 2차 1라운드 1순위,09KIA,2026-04-07
69213,윤산흠,한화 이글스,49,1999-05-15,178,74,투수,우투우타,광주화정초-진흥중-영선고-한화-상무,4200,,19 두산 육성선수,21한화,2026-04-07
52704,이상혁,상무,31,2001-09-14,174,65,외야수,우투좌타,수원영화초(군포시리틀)-수원북중-장안고-강릉영동대-한화-상무,3500,,22 한화 육성선수,23한화,2026-04-07
52769,권광민,한화 이글스,17,1997-12-12,189,102,외야수,좌투좌타,서울청구초-홍은중-장충고,3600,,22 한화 2차 5라운드 41순위,16시카고컵스,2026-04-07
66715,김인환,한화 이글스,37,1994-01-28,186,100,내야수,우투좌타,화순초-화순중-화순고-성균관대-한화,5500,,16 한화 육성선수,18한화,2026-04-07
55764,권민규,한화 이글스,64,2006-05-13,188,90,투수,좌투좌타,청주석교초-세광중-세광고,3200,16000,25 한화 2라운드 12순위,25한화,2026-04-07
51715,김기중,상무,47,2002-11-16,186,96,투수,좌투좌타,의왕부곡초-매송중-유신고-한화-상무,6000,15000,21 한화 2차 1라운드 2순위,21한화,2026-04-07
50711,김승일,한화 이글스,14,2001-07-07,183,85,투수,우언우타,해강초(해운대리틀)-센텀중-경남고,3200,3000,20 한화 2차 10라운드 98순위,24한화,2026-04-07
65117,이상규,한화 이글스,18,1996-10-20,185,77,투수,우투우타,흥인초-청원중-청원고-LG,4000,4000,15 LG 2차 7라운드 70순위,19LG,2026-04-07
50705,강재민,한화 이글스,55,1997-04-03,180,89,투수,우언우타,양덕초-마산중-용마고-단국대,14500,8000,20 한화 2차 4라운드 38순위,20한화,2026-04-07
69766,유로결,한화 이글스,33,2000-05-30,186,83,외야수,우투우타,광주서림초-광주동성중-광주제일고,3300,11000,19 한화 2차 2라운드 13순위,19한화,2026-04-07
54702,원종혁,한화 이글스,48,2005-08-27,184,92,투수,우투우타,서울도곡초-휘문중-구리인창고,3200,3000,24 한화 9라운드 81순위,25한화,2026-04-07
55712,이승현,한화 이글스,60,2002-07-23,172,77,내야수,우투좌타,부천상인초(원미구리틀)-부천중-포항제철고-성균관대,3200,,25 한화 육성선수,25한화,2026-04-07
50709,박정현,한화 이글스,63,2001-07-27,183,80,내야수,우투우타,부천북초-부천중-유신고-한화-상무,3700,4000,20 한화 2차 8라운드 78순위,20한화,2026-04-07
52731,박준영,한화 이글스,96,2003-03-02,190,103,투수,우투우타,청주우암초(청주시리틀)-세광중-세광고,3300,20000,22 한화 2차 1라운드 1순위,22한화,2026-04-07
55710,이민재,한화 이글스,68,2004-03-07,184,80,외야수,우투좌타,호동초(안산리틀)-안산중-비봉고-동원과학기술대,3200,3000,25 한화 11라운드 102순위,25한화,2026-04-07
51762,장규현,한화 이글스,32,2002-06-28,183,96,포수,우투좌타,인성초(미추홀구리틀)-동인천중-인천고-한화-상무,3300,7000,21 한화 2차 4라운드 32순위,21한화,2026-04-07
64646,박찬호,두산 베어스,7,1995-06-05,178,72,내야수,우투우타,신답초-건대부중-장충고-KIA,80000,8000,14 KIA 2차 5라운드 50순위,14KIA,2026-04-07
65653,김호령,KIA 타이거즈,27,1992-04-30,178,85,외야수,우투우타,관산초-안산중앙중-군산상고-동국대-KIA-경찰,25000,3000,15 KIA 2차 10라운드 102순위,15KIA,2026-04-07
78122,김태군,KIA 타이거즈,42,1989-12-30,182,92,포수,우투우타,양정초-대동중-부산고-LG-NC-경찰-NC-삼성,60000,8000,08 LG 2차 3라운드 17순위,08LG,2026-04-07
68646,한준수,KIA 타이거즈,25,1999-02-13,184,95,포수,우투좌타,광주서석초-광주동성중-광주동성고,10000,16000,18 KIA 1차,18KIA,2026-04-07
55645,위즈덤,KIA 타이거즈,45,1991-08-27,188,99,내야수,우투우타,미국 Saint Mary's(대)-KIA,800000달러,200000달러,25 KIA 자유선발,25KIA,2026-04-07
66614,김규성,KIA 타이거즈,14,1997-03-08,185,88,내야수,우투좌타,갈산초-선린중-선린인터넷고,9000,4000,16 KIA 2차 7라운드 63순위,17KIA,2026-04-07
69636,오선우,KIA 타이거즈,56,1996-12-13,186,95,내야수,좌투좌타,성동초-자양중-배명고-인하대,12000,5000,19 KIA 2차 5라운드 50순위,19KIA,2026-04-07
66609,전상현,KIA 타이거즈,51,1996-04-18,180,88,투수,우투우타,남도초-경복중-대구상원고-KIA-상무,31000,7000,16 KIA 2차 4라운드 38순위,16KIA,2026-04-07
78603,김선빈,KIA 타이거즈,3,1989-12-18,165,77,내야수,우투우타,화순초-화순중-화순고-KIA-상무,60000,3000,08 KIA 2차 6라운드 43순위,08KIA,2026-04-07
63342,조상우,KIA 타이거즈,11,1994-09-04,186,97,투수,우투우타,서화초-상인천중-대전고-히어로즈-키움,40000,25000,13 넥센 1라운드 1순위,13넥센,2026-04-07
62947,나성범,KIA 타이거즈,47,1989-10-03,183,100,외야수,좌투좌타,광주대성초-진흥중-진흥고-연세대-NC,80000,30000,12 NC 2라운드 10순위,12NC,2026-04-07
52639,최지민,KIA 타이거즈,39,2003-09-10,185,100,투수,좌투좌타,강릉율곡초(강릉리틀)-경포중-강릉고,10000,15000,22 KIA 2차 1라운드 5순위,22KIA,2026-04-07
50662,정해영,KIA 타이거즈,62,2001-08-23,189,98,투수,우투우타,광주대성초-광주동성중-광주제일고,30000,20000,20 KIA 1차,20KIA,2026-04-07
65665,이준영,KIA 타이거즈,20,1992-08-10,177,85,투수,좌투좌타,군산남초-군산중-군산상고-중앙대-KIA-상무,20000,8000,15 KIA 2차 4라운드 42순위,15KIA,2026-04-07
50657,박민,KIA 타이거즈,2,2001-06-05,184,84,내야수,우투우타,갈산초-성남중-야탑고-KIA-상무,5500,15000,20 KIA 2차 1라운드 6순위,20KIA,2026-04-07
54610,성영탁,KIA 타이거즈,65,2004-07-28,180,89,투수,우투우타,동주초(부산서구리틀)-개성중-부산고,12000,3000,24 KIA 10라운드 96순위,25KIA,2026-04-07
51994,한재승,KIA 타이거즈,55,2001-11-21,180,90,투수,우투우타,동막초-상인천중-인천고-NC,7500,7000,21 NC 2차 4라운드 36순위,21NC,2026-04-07
69727,변우혁,KIA 타이거즈,29,2000-03-18,185,100,내야수,우투우타,일산초-현도중-북일고-한화-상무-한화,6500,18000,19 한화 1차,19한화,2026-04-07
64560,이창진,KIA 타이거즈,8,1991-03-04,173,85,외야수,우투우타,신도초-동인천중-인천고-건국대-롯데-KT-상무-KT,9000,5000,14 롯데 2차 6라운드 60순위,14롯데,2026-04-07
77637,양현종,KIA 타이거즈,54,1988-03-01,183,91,투수,좌투좌타,학강초-광주동성중-광주동성고-KIA-텍사스,80000,20000,07 KIA 2차 1라운드 1순위,07KIA,2026-04-07
67610,김석환,KIA 타이거즈,35,1999-02-28,187,97,외야수,좌투좌타,광주서석초-광주동성중-광주동성고,5500,9000,17 KIA 2차 3라운드 24순위,17KIA,2026-04-07
61353,고종욱,KIA 타이거즈,57,1989-01-11,184,83,외야수,우투좌타,역삼초-대치중-경기고-한양대-히어로즈-상무-히어로즈-SK-SSG,10000,8000,11 넥센 3라운드 19순위,11넥센,2026-04-07
54640,네일,KIA 타이거즈,40,1993-02-08,193,83,투수,우투우타,미국 Alabama at Birmingham(대),1600000달러,200000달러,24 KIA 자유선발,24KIA,2026-04-07
76225,김건국,KIA 타이거즈,43,1988-02-02,183,86,투수,우투우타,한서초(서부리틀)-청량중-덕수고-두산-KT-롯데,6500,13000,06 두산 2차 1라운드 6순위,06두산,2026-04-07
55633,올러,KIA 타이거즈,33,1994-10-17,193,102,투수,우투우타,미국 Northwestern State(대),700000달러,200000달러,25 KIA 자유선발,25KIA,2026-04-07
52605,김도영,KIA 타이거즈,5,2003-10-02,183,85,내야수,우투우타,광주대성초-광주동성중-광주동성고,25000,40000,22 KIA 1차,22KIA,2026-04-07
52667,윤도현,KIA 타이거즈,16,2003-05-07,181,84,내야수,우투우타,광주화정초-무등중-광주제일고,5500,10000,22 KIA 2차 2라운드 15순위,22KIA,2026-04-07
69620,김기훈,KIA 타이거즈,53,2000-01-03,184,93,투수,좌투좌타,광주수창초-무등중-광주동성고-KIA-상무,6500,35000,19 KIA 1차,19KIA,2026-04-07
69745,김도현,KIA 타이거즈,60,2000-09-15,183,87,투수,우투우타,길원초(동대문구리틀)-잠신중-신일고-한화,13000,8000,19 한화 2차 4라운드 33순위,19한화,2026-04-07
68928,김시훈,KIA 타이거즈,61,1999-02-24,188,95,투수,우투우타,양덕초-마산동중-마산고-NC,11000,20000,18 NC 1차,18NC,2026-04-07
67609,박정우,KIA 타이거즈,1,1998-02-01,175,68,외야수,좌투좌타,역삼초-언북중-덕수고,6000,5000,17 KIA 2차 7라운드 64순위,21KIA,2026-04-07
55636,박재현,KIA 타이거즈,15,2006-12-08,180,73,외야수,우투좌타,동막초-재능중-인천고,5000,10000,25 KIA 3라운드 25순위,25KIA,2026-04-07
69516,김현수,KIA 타이거즈,17,2000-07-10,185,90,투수,우투우타,효제초-홍은중-장충고-롯데-KIA-상무,5500,9000,19 롯데 2차 3라운드 28순위,19롯데,2026-04-07
52641,황동하,KIA 타이거즈,41,2002-07-30,183,96,투수,우투우타,진북초-전라중-인상고,8000,4000,22 KIA 2차 7라운드 65순위,23KIA,2026-04-07
65610,황대인,KIA 타이거즈,34,1996-02-10,178,100,내야수,우투우타,군산신풍초-자양중-경기고-KIA-상무,5500,16000,15 KIA 2차 1라운드 2순위,15KIA,2026-04-07
60337,김대유,KIA 타이거즈,69,1991-05-08,187,92,투수,좌투좌타,부산중앙초-부산중-부산고-히어로즈-SK-KT-LG,7000,6000,10 넥센 3라운드 18순위,10넥센,2026-04-07
53613,윤영철,KIA 타이거즈,13,2004-04-20,187,87,투수,좌투좌타,창서초(서대문구리틀)-충암중-충암고,10000,32000,23 KIA 1라운드 2순위,23KIA,2026-04-07
68619,윤중현,KIA 타이거즈,19,1995-04-25,180,84,투수,우언우타,광주서석초-무등중-광주제일고-성균관대,6000,4000,18 KIA 2차 9라운드 86순위,21KIA,2026-04-07
55663,이호민,KIA 타이거즈,63,2006-08-26,182,85,투수,우투우타,해남북일초(해남군리틀)-이평중BC-전주고,5500,15000,25 KIA 2라운드 15순위,25KIA,2026-04-07
62951,이형범,KIA 타이거즈,28,1994-02-27,181,80,투수,우투우타,화순초-화순중-화순고-NC-경찰-NC-두산,5500,7000,12 NC 특별 23순위,12NC,2026-04-07
